Date,Open,High,Low,Close,Volume
02-04-2019,73.860001,74.18,73.410004,73.57,3069100
03-04-2019,73.900002,74.849998,73.82,74.18,3483100
04-04-2019,74.300003,74.400002,73.32,73.790001,2221800
05-04-2019,73.849998,74.419998,73.129997,74.199997,2572800
08-04-2019,74.260002,74.449997,73.559998,74.410004,2429000
09-04-2019,73.919998,74.519997,73.720001,74.370003,2036000
10-04-2019,74.449997,74.769997,74.309998,74.599998,1554200
11-04-2019,74.669998,74.779999,74.07,74.190002,2018600
12-04-2019,74.410004,74.5,73.550003,74.290001,2499800
15-04-2019,74.440002,74.580002,73.760002,74.32,1690400
16-04-2019,73,73.169998,71.580002,71.900002,4399500
17-04-2019,72.169998,72.43,71.75,72.150002,3025400
18-04-2019,72.269997,72.269997,70.559998,71.339996,5469600
22-04-2019,70.949997,71.540001,70.370003,71.480003,2046200
23-04-2019,71.769997,73.050003,71.550003,72.849998,6282900
24-04-2019,72.980003,73.5,72.089996,72.669998,3045800
25-04-2019,72.720001,73.110001,72.300003,72.93,2459700
26-04-2019,73.07,73.43,72.639999,73.370003,2216300
29-04-2019,71.150002,72.860001,71.150002,72.400002,3450900
30-04-2019,72.43,73.050003,72.290001,72.959999,3057200
01-05-2019,73.349998,73.379997,72.150002,72.18,3151900
02-05-2019,72.190002,72.970001,65,66.610001,12472500
03-05-2019,60.09,61.5,57.700001,59.25,40551000
06-05-2019,58.560001,60.189999,58.02,59.599998,10181700
07-05-2019,59,59.099998,57.470001,58.509998,10533200
08-05-2019,58.48,59.110001,58.07,58.98,8371200
09-05-2019,58.27,59.279999,58.009998,59.099998,9168200
10-05-2019,58.560001,59.32,58.279999,59.130001,12089700
13-05-2019,58.02,58.169998,56.73,56.880001,12267700
14-05-2019,57.119999,58.299999,56.970001,57.75,7946600
15-05-2019,57.549999,58.77,57.43,58.599998,7812100
16-05-2019,58.459999,58.990002,58.23,58.639999,6956500
17-05-2019,58.009998,59.5,57.810001,59.439999,8199200
20-05-2019,58.830002,60.119999,58.709999,59.990002,10899400
21-05-2019,60.18,61.150002,60.02,61,9828500
22-05-2019,60.610001,62.189999,60.610001,61.5,9350100
23-05-2019,60.959999,61.709999,60.84,61.080002,9080900
24-05-2019,61.5,62.189999,61.220001,61.869999,6435100
28-05-2019,62.139999,62.66,61.880001,62.07,6931000
29-05-2019,61.830002,62.169998,61.549999,61.880001,4540500
30-05-2019,61.939999,62.900002,61.75,62.360001,5059700
31-05-2019,61.73,62.330002,61.73,61.93,5698600
03-06-2019,61.77,62.099998,60.130001,60.540001,7308500
04-06-2019,61.029999,61.540001,58.869999,61.099998,7812800
05-06-2019,61.73,62.240002,61.279999,62.18,6435300
06-06-2019,61.939999,62.150002,61.75,61.900002,5228100
07-06-2019,62.240002,62.98,62.150002,62.779999,2312100
10-06-2019,62.849998,63.43,62.669998,63.029999,3763700
11-06-2019,63.66,63.93,63.02,63.369999,3043200
12-06-2019,63.09,63.389999,62.110001,62.150002,3380200
13-06-2019,62.48,62.560001,61.860001,62.34,6092600
14-06-2019,62,62.220001,61.02,61.639999,5452000
17-06-2019,62,62.990002,61.639999,62.560001,3932000
18-06-2019,63.27,64,63.119999,63.720001,4883700
19-06-2019,63.669998,64,61.900002,62.610001,7179100
20-06-2019,63.299999,64.290001,62.82,64.169998,8717300
21-06-2019,64.120003,64.720001,63.860001,64.459999,8774100
24-06-2019,64.089996,64.480003,63.77,64.050003,5614800
25-06-2019,64.050003,64.150002,63.049999,63.16,4004900
26-06-2019,63.599998,64.220001,63.049999,63.060001,2341500
27-06-2019,63.27,63.450001,62.939999,63.060001,2938100
28-06-2019,63.369999,63.790001,63.169998,63.389999,10908500
01-07-2019,64.470001,65.199997,63.849998,64.279999,3010300
02-07-2019,64.410004,64.550003,63.599998,64.360001,2890900
03-07-2019,64.419998,64.449997,63.790001,64.18,2744800
05-07-2019,63.740002,64.870003,63.689999,64.709999,3056100
08-07-2019,64.410004,64.849998,63.900002,64.199997,3099600
09-07-2019,63.84,64.459999,63.619999,64.379997,3463500
10-07-2019,64.580002,64.959999,63.669998,64.059998,3521800
11-07-2019,64.349998,65.419998,64.089996,65.290001,3204200
12-07-2019,65.57,65.910004,65.190002,65.860001,2787400
15-07-2019,65.900002,66.089996,65.5,65.82,3170500
16-07-2019,65.800003,66.309998,65.349998,65.949997,2262000
17-07-2019,66.209999,66.25,65.120003,65.239998,2820000
18-07-2019,64.779999,66.019997,64.309998,65.93,2480100
19-07-2019,66.059998,66.269997,65.029999,65.139999,4094800
22-07-2019,65.300003,65.910004,65.190002,65.550003,3288700
23-07-2019,65.089996,65.870003,64.889999,65.870003,3460200
24-07-2019,65.540001,65.839996,64.830002,65.760002,4183100
25-07-2019,65.809998,66.010002,65.309998,65.779999,2437700
26-07-2019,65.760002,66.5,65.75,66.400002,1711000
29-07-2019,66.360001,66.470001,65.440002,66.040001,2369700
30-07-2019,65.660004,65.660004,65.089996,65.330002,2776500
31-07-2019,65.449997,66.080002,64.239998,65.139999,5583000
01-08-2019,66.959999,67.879997,65.029999,66.410004,6183300
02-08-2019,65.339996,65.480003,62.810001,63.490002,5801800
05-08-2019,62.700001,63.240002,61.799999,62.040001,4304100
06-08-2019,62.189999,62.75,61.459999,62.580002,3715400
07-08-2019,61.68,62.450001,61.150002,62.209999,3068200
08-08-2019,62.73,63.98,62.220001,63.959999,2938900
09-08-2019,63.439999,63.470001,61.900002,62.459999,3640800
12-08-2019,62.279999,62.279999,61.07,61.169998,2719100
13-08-2019,61.169998,62.009998,60.73,61.740002,4064700
14-08-2019,60.880001,60.990002,59.939999,60.650002,4152500
15-08-2019,60.75,61.130001,60.099998,60.580002,3446900
16-08-2019,61.189999,61.459999,60.759998,61.220001,2222900
19-08-2019,61.939999,62.52,61.57,61.860001,2585300
20-08-2019,61.77,62.080002,61.360001,61.580002,1976900
21-08-2019,62.099998,62.209999,61.66,61.939999,2358600
22-08-2019,62.029999,62.27,61.099998,61.200001,3287500
23-08-2019,61.049999,61.93,59.799999,60,2946100
26-08-2019,60.610001,60.630001,59.59,59.869999,2693100
27-08-2019,60.209999,60.27,59.439999,59.700001,2638800
28-08-2019,59.799999,60.310001,59.200001,60.240002,3178300
29-08-2019,60.830002,61.459999,60.75,61.380001,2667900
30-08-2019,61.830002,61.830002,61.09,61.389999,2535600
03-09-2019,60.950001,61.619999,60.84,61.48,3168000
04-09-2019,62.18,62.549999,62.040001,62.41,2231600
05-09-2019,63.16,64.309998,63.16,64.260002,3167900
06-09-2019,64.269997,65,64.089996,64.449997,2927800
09-09-2019,64.529999,64.639999,63.860001,64.18,2031000
10-09-2019,63.939999,64.769997,63.27,64.739998,2368600
11-09-2019,64.919998,65.440002,64.410004,65.360001,3186500
12-09-2019,65.610001,65.620003,64.360001,64.839996,2580500
13-09-2019,65.019997,65.199997,64.190002,64.330002,3071400
16-09-2019,64,64.540001,63.869999,63.990002,2722500
17-09-2019,64.059998,64.059998,63.209999,64,2127200
18-09-2019,63.700001,63.830002,62.700001,63.509998,2861500
19-09-2019,63.32,64.080002,63.080002,63.470001,2809500
20-09-2019,63.110001,63.330002,61.459999,61.799999,7779700
23-09-2019,61.700001,61.720001,60.799999,60.830002,3586400
24-09-2019,61.029999,61.490002,59.490002,59.919998,4996100
25-09-2019,59.970001,60.48,59.419998,60.189999,3874000
26-09-2019,60,60.189999,59.029999,59.66,2521500
27-09-2019,60.02,60.119999,58.66,58.75,2654700
30-09-2019,59.049999,60.41,58.869999,60.27,4399500
01-10-2019,60.400002,61.790001,60.400002,60.619999,3232900
02-10-2019,60.029999,60.610001,59.5,59.939999,3756000
03-10-2019,59.990002,60.32,59.630001,60.18,2559100
04-10-2019,60.369999,60.849998,60.259998,60.509998,2359600
07-10-2019,60.279999,60.599998,60.080002,60.279999,2094400
08-10-2019,59.709999,59.880001,58.889999,58.900002,3779300
09-10-2019,59.740002,59.75,59.139999,59.439999,1939400
10-10-2019,59.049999,60.310001,58.970001,59.799999,2340400
11-10-2019,60.450001,61.43,60.310001,60.610001,2587100
14-10-2019,60.599998,60.700001,60.02,60.380001,1752900
15-10-2019,60.400002,61.68,60.369999,61.34,2249100
16-10-2019,61.400002,61.98,61.220001,61.389999,2668300
17-10-2019,61.52,61.77,60.970001,61.380001,2627200
18-10-2019,61.43,61.43,60.599998,60.639999,3257000
21-10-2019,61.32,61.59,60.299999,60.779999,3157600
22-10-2019,60.93,61.23,59.700001,59.900002,2644200
23-10-2019,59.970001,60.369999,59.59,60.349998,2787600
24-10-2019,60.860001,61,60.18,60.509998,1925800
25-10-2019,60.509998,60.900002,60.27,60.459999,2993200
28-10-2019,60.439999,60.889999,60.200001,60.669998,2728600
29-10-2019,60.709999,61.110001,60.369999,60.450001,3459000
30-10-2019,60.799999,60.869999,59.75,59.889999,3412000
31-10-2019,60,62.200001,59.889999,60.939999,5746200
01-11-2019,61.389999,61.669998,60.869999,61.23,3502400
04-11-2019,61.470001,62.150002,61.349998,62.07,3711500
05-11-2019,62.169998,62.200001,61.360001,61.919998,2340500
06-11-2019,62,62.43,61.889999,62.259998,2248200
07-11-2019,62.740002,63.57,62.57,63.029999,2663600
08-11-2019,62.889999,62.98,62.380001,62.860001,1858100
11-11-2019,62.68,62.900002,62.48,62.639999,1534300
12-11-2019,62.799999,62.959999,62.5,62.84,2726100
13-11-2019,62.580002,62.950001,62.380001,62.509998,1734500
14-11-2019,62.290001,63.139999,62.02,63.110001,2600900
15-11-2019,63.400002,63.400002,62.68,63.380001,2553600
18-11-2019,62.970001,63.66,62.970001,63.630001,2812800
19-11-2019,63.880001,63.959999,63.490002,63.919998,2108800
20-11-2019,63.619999,63.799999,63.07,63.509998,2774500
21-11-2019,63.459999,63.580002,63.09,63.400002,2296100
22-11-2019,61.990002,63.23,61.950001,63.189999,3049500
25-11-2019,63.330002,63.59,63.220001,63.360001,2256500
26-11-2019,63.310001,63.84,63.099998,63.73,3332200
27-11-2019,63.950001,64.18,63.439999,64.150002,1483000
29-11-2019,63.919998,64.370003,63.900002,64.110001,1356200
02-12-2019,64.089996,64.160004,63.419998,63.540001,2387200
03-12-2019,63.09,63.139999,62.310001,62.75,2495400
04-12-2019,62.93,63.02,62.369999,62.400002,2035800
05-12-2019,62.57,62.59,62.060001,62.209999,2887300
06-12-2019,62.459999,62.849998,62.259998,62.66,2555600
09-12-2019,62.57,62.709999,61.740002,61.880001,2893200
10-12-2019,61.790001,61.900002,61.02,61.099998,2284900
11-12-2019,61.119999,61.209999,60.459999,60.68,2472600
12-12-2019,60.529999,61.93,60.43,61.77,2340400
13-12-2019,61.669998,62.099998,61.080002,61.639999,2162000
16-12-2019,62.119999,62.52,61.450001,61.66,2732300
17-12-2019,61.849998,62.09,61.509998,61.759998,2424200
18-12-2019,61.689999,62.48,61.5,62.32,4410300
19-12-2019,62.299999,63.080002,62.16,62.709999,3928800
20-12-2019,62.970001,63.27,62.009998,63.220001,4831700
23-12-2019,63.150002,63.34,62.59,62.630001,2020300
24-12-2019,62.639999,62.66,62.150002,62.400002,622600
26-12-2019,62.369999,62.5,61.91,62.119999,1709400
27-12-2019,62.490002,62.84,62.009998,62.16,1507800
30-12-2019,62.150002,62.23,61.389999,61.650002,1607500
31-12-2019,61.540001,62.07,61.470001,62.02,2035800
02-01-2020,62.290001,62.459999,61.68,61.919998,2234500
03-01-2020,61.080002,61.540001,60.889999,61.360001,2535700
06-01-2020,61.040001,61.299999,60.349998,60.75,3017000
07-01-2020,60.669998,60.689999,59.98,60.32,2952900
08-01-2020,60.41,60.860001,60.220001,60.73,2912100
09-01-2020,61.5,61.990002,60.75,61.110001,4049000
10-01-2020,61.380001,61.380001,60.450001,60.639999,2538300
13-01-2020,60.490002,61.27,60.209999,61.16,2787200
14-01-2020,61.09,61.709999,60.970001,61.369999,3066800
15-01-2020,61.419998,62,61.419998,61.849998,2613400
16-01-2020,62.02,62.560001,61.860001,62.450001,3048700
17-01-2020,62.560001,62.93,62.32,62.77,4046000
21-01-2020,62.400002,62.73,61.939999,62.290001,3823600
22-01-2020,62.599998,62.919998,61.830002,62.189999,3534500
23-01-2020,62.02,62.580002,61.849998,62.549999,3048100
24-01-2020,62.779999,63.150002,61.990002,62.419998,2631200
27-01-2020,61.830002,62.09,61.290001,61.77,3309800
28-01-2020,61.959999,62.880001,61.57,62.599998,2683100
29-01-2020,62.84,63.380001,62.59,62.919998,3415800
30-01-2020,62.169998,62.52,61.299999,62.470001,2428900
31-01-2020,62.23,62.34,60.849998,61.380001,3340700
03-02-2020,61.849998,62.91,61.57,62.610001,3646700
04-02-2020,63.349998,63.900002,63,63.43,2793100
05-02-2020,64.589996,65.169998,64.230003,64.970001,3815400
06-02-2020,67.050003,71.480003,66.970001,71.419998,7789900
07-02-2020,70.580002,70.989998,68.550003,69.589996,7927100
10-02-2020,68.889999,69.470001,68.589996,69.379997,3077000
11-02-2020,69.459999,69.459999,68.760002,69.199997,3036000
12-02-2020,69.529999,69.669998,69.050003,69.43,2629700
13-02-2020,69.260002,69.699997,68.959999,69.610001,2827000
14-02-2020,69.269997,69.410004,67.800003,68.419998,4148300
18-02-2020,68.339996,69.220001,68.040001,68.830002,3218200
19-02-2020,68.370003,69.239998,67.910004,68.879997,3612800
20-02-2020,68.559998,69.739998,68.18,69.559998,3641300
21-02-2020,69.129997,70.290001,68.800003,70.089996,4787100
24-02-2020,68.919998,69.879997,67.389999,67.419998,4557300
25-02-2020,67.559998,68,64.330002,64.480003,4976800
26-02-2020,65.110001,65.889999,63.259998,63.279999,5205300
27-02-2020,62.25,63.849998,61.299999,62.32,5326600
28-02-2020,60.59,61.650002,59.459999,60.93,7873500
02-03-2020,60.599998,61.349998,58.82,61.330002,5676800
03-03-2020,60.919998,62.880001,58.869999,59.610001,5117800
04-03-2020,60.759998,62.189999,59.349998,62.169998,3244200
05-03-2020,60.470001,61.259998,59.349998,59.93,3893000
06-03-2020,57.75,58.849998,57.009998,58.240002,5364400
09-03-2020,55.060001,55.970001,53.459999,53.959999,7526000
10-03-2020,55.59,56.220001,52.919998,55.779999,6703100
11-03-2020,54.139999,55.369999,52.419998,53.139999,6122600
12-03-2020,49.689999,52.23,47.75,48.98,7701700
13-03-2020,51.610001,52.700001,48.689999,52.619999,5853600
16-03-2020,46.73,47.720001,43.009998,43.580002,6489800
17-03-2020,44.540001,50.650002,43.669998,50.099998,6919500
18-03-2020,47.150002,49.93,45.790001,47.470001,7214400
19-03-2020,46.630001,47.77,44.23,46.490002,5650600
20-03-2020,46.32,48.459999,43.669998,44.099998,6541200
23-03-2020,44.27,44.740002,40.009998,41.610001,8152800
24-03-2020,43.68,46.5,43.080002,46.41,5853300
25-03-2020,46,49.360001,45.490002,47.689999,4921000
26-03-2020,48,50.450001,47.43,49.82,5291000
27-03-2020,47.619999,48.490002,46.279999,46.66,5159300
30-03-2020,47.400002,47.93,46.330002,47.380001,6230200
31-03-2020,47.02,48.459999,46.16,46.470001,5228500
01-04-2020,44.68,45.080002,42.139999,42.509998,5490300
02-04-2020,42.299999,45,42.200001,44.290001,3819700
03-04-2020,43.970001,44.720001,43.009998,43.400002,3225800
06-04-2020,45.810001,48.700001,45.389999,48.450001,5659100
07-04-2020,50,50.400002,47.610001,47.799999,4056100
08-04-2020,48.450001,51.790001,47.759998,51.389999,5382200
09-04-2020,51.919998,55.25,51.919998,54.279999,6208800
13-04-2020,53.509998,53.720001,52.049999,52.700001,3698900
14-04-2020,53.900002,54.150002,53.029999,54.07,5486600
15-04-2020,52.689999,52.790001,51.130001,51.939999,3385100
16-04-2020,52.060001,52.889999,50.540001,51.470001,3551100
17-04-2020,52.700001,53.91,52.59,53.810001,5052600
20-04-2020,52.360001,53.419998,51.139999,52.529999,4955500
21-04-2020,51.299999,52.509998,50.669998,50.990002,4115900
22-04-2020,52.040001,52.59,51.330002,52.259998,3591100
23-04-2020,52.41,53.720001,52.41,52.650002,2708900
24-04-2020,52.599998,54.119999,52.400002,53.810001,4056600
27-04-2020,54.389999,56.169998,54.360001,56.040001,4324900
28-04-2020,57.139999,58.02,56.48,56.529999,3728800
29-04-2020,58.130001,59.700001,57.779999,59.23,3707200
30-04-2020,58.41,58.77,57.299999,58.02,4274900
01-05-2020,56.889999,57.049999,56.110001,56.5,2956200
04-05-2020,55.77,56.580002,55.130001,56.389999,3566200
05-05-2020,56.799999,57.459999,56.360001,57.139999,3362600
06-05-2020,57.73,58.259998,56.66,57.59,3939000
07-05-2020,58.310001,59.23,58.310001,58.759998,3867600
08-05-2020,55,57.560001,54.240002,57.16,7785200
11-05-2020,56.32,56.360001,54.619999,55.549999,3687900
12-05-2020,55.25,55.740002,53.209999,53.209999,3603200
13-05-2020,52.639999,52.669998,48.98,49.48,5834000
14-05-2020,49.139999,50.779999,47.389999,50.740002,5218300
15-05-2020,49.860001,50.279999,48.98,50.18,4724900
18-05-2020,52.09,53.459999,51.91,53.139999,3686500
19-05-2020,52.509998,52.900002,51.32,51.48,3415300
20-05-2020,52.169998,53.59,52,52.560001,2866700
21-05-2020,52.439999,52.790001,51.709999,51.740002,2290600
22-05-2020,52.02,52.040001,50.93,51.450001,2718000
26-05-2020,53.07,53.900002,52.830002,53.259998,3632800
27-05-2020,54.310001,55.41,53.98,55.349998,3709500
28-05-2020,55.610001,55.889999,53.59,53.700001,3031100
29-05-2020,53.59,53.599998,52.23,53,6450300
01-06-2020,53,53.330002,52.48,52.849998,3202900
02-06-2020,53.57,53.57,52.889999,53.299999,3079400
03-06-2020,53.720001,55.439999,53.52,55.349998,4428800
04-06-2020,55.060001,55.740002,54.529999,55.599998,2349300
05-06-2020,56.959999,59.220001,56.549999,57.82,4945700
08-06-2020,58.09,58.919998,58.09,58.580002,2706200
09-06-2020,58,58,56.639999,57.189999,2364900
10-06-2020,57.860001,58.389999,56.68,57.529999,2811000
11-06-2020,56.080002,56.23,53.619999,53.66,3404300
12-06-2020,54.349998,55.470001,53.48,54.799999,2474300
15-06-2020,52.59,55.099998,52.5,54.669998,2724000
16-06-2020,56.200001,57.049999,54.830002,55.369999,2685600
17-06-2020,55.880001,56.049999,54.709999,55.490002,2234900
18-06-2020,54.66,55.200001,53.900002,54.889999,2570600
19-06-2020,56,56.009998,53.91,54.16,5381000
22-06-2020,53.919998,54.529999,53.16,53.849998,2388500
23-06-2020,54.509998,55.439999,54.02,55.200001,3103300
24-06-2020,54.759998,54.889999,53.77,53.799999,4597200
25-06-2020,54.029999,55.669998,53.990002,55.59,3854700
26-06-2020,55.369999,55.59,54.59,55.209999,3743900
29-06-2020,55.77,56.52,54.990002,56.490002,2907300
30-06-2020,56.59,57.549999,56.27,56.82,3845000
01-07-2020,57,57.43,55.950001,56.419998,2966500
02-07-2020,57.009998,57.68,56.009998,56.080002,3123100
06-07-2020,57,57.09,56.09,56.259998,2202900
07-07-2020,55.52,56.400002,55.360001,55.849998,2604600
08-07-2020,56.09,56.360001,55.220001,55.700001,1783300
09-07-2020,55.669998,55.700001,54.57,55.279999,3043000
10-07-2020,55.049999,55.880001,54.919998,55.779999,2037900
13-07-2020,56.439999,57.720001,56.16,56.459999,3415300
14-07-2020,56.02,56.549999,55.18,56.470001,2395200
15-07-2020,58,60.400002,58,59.669998,4574900
16-07-2020,60.900002,61.700001,60.5,61.049999,5220900
17-07-2020,61.369999,61.77,60.799999,61.43,3011500
20-07-2020,61.360001,62.009998,61.049999,61.709999,2135000
21-07-2020,62.25,62.91,61.400002,61.619999,2495300
22-07-2020,61.630001,62.41,61.279999,61.959999,3036900
23-07-2020,62.16,62.560001,61.790001,62.080002,2514900
24-07-2020,62.18,62.330002,61.459999,61.799999,2678000
27-07-2020,61.689999,63.669998,61.290001,63.43,2997400
28-07-2020,63.419998,63.84,62.580002,62.639999,3155000
29-07-2020,63.07,65.199997,62.68,64.790001,4818300
30-07-2020,68.919998,69.489998,67,69.18,6495000
31-07-2020,68.790001,69,66.989998,68.32,3646900
03-08-2020,66.849998,68.120003,66.669998,68.040001,3398200
04-08-2020,67.169998,67.989998,66.870003,67.919998,2962900
05-08-2020,68.139999,68.68,67.160004,67.43,2697300
06-08-2020,67.489998,67.730003,66.669998,67.580002,2307600
07-08-2020,67.199997,67.650002,66.690002,67.480003,2054500
10-08-2020,67.360001,67.480003,66.610001,67.110001,2338600
11-08-2020,67.290001,67.580002,66.269997,66.529999,2302500
12-08-2020,66.959999,67.620003,66.889999,66.980003,2699000
13-08-2020,66.32,67.300003,66.150002,66.900002,1531500
14-08-2020,66.489998,67.279999,66,66.93,1289300
17-08-2020,67.25,67.839996,66.949997,67.540001,1769200
18-08-2020,67.599998,67.879997,67,67.220001,1535400
19-08-2020,67.300003,67.669998,66.760002,66.889999,1935500
20-08-2020,66.120003,66.709999,66.019997,66.300003,1315300
21-08-2020,66.169998,66.209999,65.120003,65.720001,3580100
24-08-2020,65.709999,67.629997,65.540001,67.620003,2429900
25-08-2020,67.620003,67.650002,66.470001,66.940002,1864000
26-08-2020,67.080002,67.849998,66.580002,67.75,2071000
27-08-2020,68,68.300003,67.160004,67.410004,1589900
28-08-2020,67.379997,67.739998,67.010002,67.690002,1536900
31-08-2020,67.389999,67.540001,66.720001,66.860001,2653700
01-09-2020,66.260002,67.029999,65.879997,66.970001,1704600
02-09-2020,67.449997,68.989998,67.089996,68.82,2710900
03-09-2020,68.669998,68.889999,66.330002,67.120003,3366700
04-09-2020,67.400002,68.120003,65.839996,66.809998,2544900
08-09-2020,65.449997,66.669998,65.040001,65.599998,3102600
09-09-2020,66.040001,66.940002,65.290001,66.410004,2275400
10-09-2020,66.309998,67.669998,65.360001,65.559998,2679200
11-09-2020,67.769997,69.169998,67.059998,68.18,4935500
14-09-2020,68.360001,69.580002,68.349998,69.290001,3411900
15-09-2020,69.239998,70.989998,69.239998,70.129997,3436500
16-09-2020,70.900002,71.809998,70.050003,70.720001,3160300
17-09-2020,68.110001,70.860001,67.910004,70.120003,3819500
18-09-2020,70.080002,70.400002,67.970001,68.860001,5525500
21-09-2020,67.860001,68.169998,67.07,67.389999,3190000
22-09-2020,67.629997,68.5,66.709999,68.25,2838700
23-09-2020,68.459999,69.190002,66.809998,67.089996,3086100
24-09-2020,65.949997,67.599998,65.580002,66.900002,2855000
25-09-2020,66.870003,68.32,66.5,68.080002,2758100
28-09-2020,68.970001,69.650002,68.730003,69.32,3971000
29-09-2020,69.440002,70.080002,68.629997,69,2571100
30-09-2020,69.279999,70.110001,68.860001,69.419998,3912200
01-10-2020,70.220001,70.599998,68.970001,69.330002,3426400
02-10-2020,67.919998,69.349998,67.790001,68.860001,2460500
05-10-2020,69.620003,71.260002,69.5,70.93,4117400
06-10-2020,70.900002,71.599998,69.690002,69.830002,3111000
07-10-2020,70.730003,72.480003,70.599998,72.239998,3180300
08-10-2020,72.5,73.449997,72.230003,72.910004,2312700
09-10-2020,73.650002,74.059998,72.75,73.080002,3584300
12-10-2020,74.089996,74.919998,73.269997,74.629997,4748800
13-10-2020,74.989998,75.32,73.040001,73.220001,3322100
14-10-2020,73.220001,74.400002,73.099998,73.959999,3273400
15-10-2020,73.25,73.889999,72.760002,73.720001,2637200
16-10-2020,74.339996,74.629997,73.309998,73.360001,2533200
19-10-2020,73.190002,73.75,71.959999,72.199997,2791400
20-10-2020,73.050003,74.010002,72.300003,73.349998,2252400
21-10-2020,73.029999,74.040001,72.879997,72.889999,2915900
22-10-2020,72.730003,73.580002,72.230003,73.379997,2705400
23-10-2020,73.459999,74.32,73.089996,74.120003,2135600
26-10-2020,73.199997,73.449997,71.870003,72.709999,6195700
27-10-2020,72.830002,73.5,72.519997,73.389999,5498400
28-10-2020,72.360001,72.93,70.980003,71.099998,8444500
29-10-2020,74.830002,76.449997,70.809998,71.019997,7110800
30-10-2020,70.470001,71.779999,69.970001,71.419998,4298200
02-11-2020,71.470001,71.910004,70.290001,70.800003,3276100
03-11-2020,71.919998,72.940002,71.410004,71.940002,2089600
04-11-2020,73.769997,74.089996,71.860001,73.019997,2427200
05-11-2020,73.769997,74.910004,73.419998,74.239998,2079100
